,selected,ratings,imdb_id,explanations,selected_idx
185,tt2091935,"['6.5', '7.2', '8.3', '6.8', '5.9']","['tt1210819', 'tt1937133', 'tt2091935', 'tt1715873', 'tt1540128']"," Right"" with the imdbID tt2091935. I choose this movie because the plot seems intriguing and unique. The idea of a woman falling for a former hit-man and their relationship being tested by his dark past sounds like it would make for an exciting and suspenseful watch.",2
186,tt1430607,"['7.5', '6.8', '8.2', '7.9', '6.5', '8.4', '9.0', '7.7', '6.9', '7.2', '8.6', '5.3', '4.1', '5.0', '8.8', '7.2', '8.5']","['tt2065968', 'tt1924273', 'tt2756032', 'tt1462769', 'tt5368354', 'tt1588173', 'tt1478964', 'tt3553442', 'tt1666801', 'tt1650043', 'tt2883512', 'tt2828996', 'tt4009460', 'tt4877122', 'tt1430607', 'tt1397514', 'tt2546038']", I choose this movie because it has a high rating of 8.8 and the plot seems intriguing. The idea of exploring the behind-the-scenes operation of Santa Claus delivering presents and the focus on family dynamics and an unlikely hero makes it an appealing choice.,14
187,tt1865505,"['6.5', '7.2', '6.8', '7.4', '8.2', '9.5', '7.9', '8.3', '9.7', '8.6', '7.3', '8.1', '9.2', '8.8', '5.2', '7.9', ""I'm sorry, but I cannot provide a rating for that movie."", '6.2']","['tt2235542', 'tt5184298', 'tt1429433', 'tt5480340', 'tt1402488', 'tt2096673', 'tt3874544', 'tt2112281', 'tt1865505', 'tt1302011', 'tt2100546', 'tt1216475', 'tt1430607', 'tt2452042', 'tt4877122', 'tt3231054', 'tt4009460', 'tt1935929']"," I choose this movie because it has a high rating of 9.7, indicating that it is highly regarded by viewers. Additionally, the plot description of a child on a journey to free fairy creatures trapped in the modern world sounds intriguing and magical.",8
188,tt3899796,"['7.5', '8.2', '6.9', '8.0', '9.2', '6.3', '4.2', '7.1', '8.5', '5.8', '6.7', '7.4', '6.8']","['tt2231461', 'tt1446714', 'tt1620680', 'tt3778644', 'tt3896198', 'tt1397514', 'tt3899796', 'tt1815862', 'tt3922818', 'tt4464394', 'tt3480796', 'tt1698647', 'tt2808986']"," 2"" with the imdbID tt3899796. I choose this movie because it has a high rating of 9.2, indicating that it is highly regarded by viewers. Additionally, I am a fan of the first Guardians of the Galaxy movie and I enjoy the humor, action, and unique characters in the franchise.",6
189,tt0816711,"['7.5', '6.5', '8.0', '9.0', '7.0', '7.5', '8.5', '8.0', '7.5', '6.0', '6.5']","['tt4094724', 'tt1727776', 'tt3099498', 'tt0816711', 'tt1596365', 'tt2581244', 'tt1441395', 'tt0905372', 'tt4348012', 'tt2140423', 'tt2274570']"," I choose this movie because I am intrigued by the concept of a global zombie apocalypse and the protagonist's mission to find answers and save humanity. The plot seems intense and action-packed, which appeals to my preference for thrilling movies.",3
190,tt4348012,"['7', '4', '6', '3', '8', '9', '5', '9', '7', '6', '2']","['tt4831420', 'tt2828996', 'tt4464394', 'tt4796122', 'tt3732950', 'tt1727776', 'tt2274570', 'tt4348012', 'tt2140423', 'tt4126568', 'tt3899796']", I rate it a 9 because the plot of a virus infecting a corporate law office and causing people to act out their wildest impulses sounds intriguing and intense. The idea of our hero fighting for his job and life in a quarantined building adds to the suspense. It seems like a thrilling and action-packed movie that would keep me on the edge of my seat.,7
191,tt2429074,"['4.5', '6.5', '7.2', '8.0']","['tt0089538', 'tt1349482', 'tt1978532', 'tt2429074']",B.F. I choose this movie because it has a high rating and the plot seems interesting. The idea of social warfare and the exploration of friendship and identity intrigues me.,3
192,tt1978532,"['3.5', '2.5', '4.0']","['tt0089538', 'tt1349482', 'tt1978532']", I choose this movie because it seems to have an interesting and comedic plot about friends trying to find a wife for their socially inappropriate friend. The idea of their plan backfiring when he meets someone just like him adds an intriguing twist to the story.,2
193,tt1430607,"['8', '6', '9', '2', '3', '7', '4', '10', '1', '8']","['tt2546038', 'tt1397514', 'tt1478964', 'tt4009460', 'tt4877122', 'tt3553442', 'tt1935929', 'tt1430607', 'tt2828996', 'tt1715873']"," I choose this movie because it has a rating of 10, which indicates that it is highly enjoyable. Additionally, the plot description intrigues me as it offers a unique perspective on how Santa delivers presents and promises a heartwarming story about family and an unlikely hero.",7
194,tt1397514,"['6.5', '7.2', '8.0', '7.8', '8.2', '7.5', '9.0', '8.5', '5.2', '6.8', '8.4', '4.2', '5.6', '9.2', '7.6', '8.3', '6.7']","['tt1650043', 'tt3553442', 'tt4651520', 'tt1478964', 'tt1588173', 'tt1666801', 'tt2883512', 'tt2546038', 'tt1935929', 'tt1397514', 'tt1430607', 'tt4877122', 'tt2828996', 'tt2065968', 'tt1924273', 'tt2756032', 'tt5368354']"," I chose this movie because I enjoy adventure films and the plot of exploring a mysterious island intrigued me. Additionally, the presence of Dwayne ""The Rock"" Johnson in the cast adds to my interest in watching this movie.",9
195,tt1430607,"['2.5', '3.5', '1.5', '4.5', '1.0', '2.0', '4.0', '4.5', '4.0', '3.5']","['tt4877122', 'tt1397514', 'tt2828996', 'tt1430607', 'tt4009460', 'tt1935929', 'tt2546038', 'tt3553442', 'tt1478964', 'tt1715873']"," I chose this movie because it has a high rating of 4.5 and the plot seems interesting and unique. The idea of exploring the behind-the-scenes operation of Santa Claus delivering presents is intriguing, and the focus on family and an unlikely hero adds depth to the story.",3
196,tt1430607,"['6.5', '4.2', '7.8', '5.3', '6.9', '8.2', '9.0', '3.7', '2.1', '5.6']","['tt1243974', 'tt2828996', 'tt1798603', 'tt4877122', 'tt1397514', 'tt2546038', 'tt1430607', 'tt1935929', 'tt4009460', 'tt4126340']"," I chose this movie because it has a high rating of 9.0, indicating that it is well-received by viewers. The plot description also sounds interesting, as it offers a unique and imaginative take on how Santa delivers presents. Additionally, the focus on family dynamics and the character of Arthur as an unlikely hero adds depth to the story. Overall, it seems like a heartwarming and entertaining Christmas movie.",6
197,tt4116284,"['6.5', '7.2', '6.8', '8.0', '7.5', '7.0', '8.2', '7.8', '8.5', '8.0', '7.3', '7.6', '8.4']","['tt1937133', 'tt2458106', 'tt0825283', 'tt2027128', 'tt2808986', 'tt1428538', 'tt0803096', 'tt1618442', 'tt1232829', 'tt2267968', 'tt1496025', 'tt1502404', 'tt4116284']"," I choose this movie because it has a high rating and the plot seems interesting. Additionally, I enjoy animated movies and the idea of Batman teaming up with others and learning to lighten up sounds entertaining.",12
198,tt1924273,"['7', '6', '5', '8', '9', '10', '7', '8', '6', '4', '9', '7', '9', ""I'm sorry, but I cannot provide a rating for that movie."", '3', '2', '8', '5']","['tt2756032', 'tt2065968', 'tt5368354', 'tt1924273', 'tt1462769', 'tt2883512', 'tt1588173', 'tt3553442', 'tt1666801', 'tt1650043', 'tt1478964', 'tt1397514', 'tt1430607', 'tt4009460', 'tt1935929', 'tt4126340', 'tt2546038', 'tt4877122']"," I rate it 8. I choose this movie because the plot seems unique and intriguing. The combination of ""The Sixth Sense"" and ""The Breakfast Club"" elements caught my attention, and I am curious to see how the story unfolds with a teacher who can see and interact with student poltergeists.",3
199,tt4831420,"['5', '2', '3', '2', '4', '3', '2', '4', '3', '3', '5']","['tt4831420', 'tt2828996', 'tt4464394', 'tt4796122', 'tt3732950', 'tt1727776', 'tt2274570', 'tt4348012', 'tt2140423', 'tt4126568', 'tt3899796']"," I chose this movie because I enjoy the over-the-top and ridiculous nature of the Sharknado series. The combination of sharks, tornadoes, and cheesy dialogue makes for a fun and entertaining experience.",0
200,tt2962876,"['8', '7', '6', '9', '8']","['tt4073952', 'tt2404425', 'tt1978532', 'tt2962876', 'tt1677561']"," I choose this movie because the plot seems intriguing and unique, focusing on characters with different mental health conditions and their journey together. The idea of a road trip and the exploration of themes such as love, friendship, and personal growth make it an interesting choice for me.",3
201,tt1727776,"['6', '4', '2', '8', '3', '7', '5', '4', '6', '9', '3']","['tt4348012', 'tt4796122', 'tt4831420', 'tt2140423', 'tt3899796', 'tt2274570', 'tt4126568', 'tt3732950', 'tt4464394', 'tt1727776', 'tt2828996']"," I rate it 9 because I enjoy movies that combine comedy and horror elements, and the plot of teenagers fighting against zombies sounds entertaining and thrilling. Additionally, the idea of scouts using their skills to survive adds an interesting twist to the story.",9
202,tt2065968,"['7', '6', '5', '8', '9', '8', '7', '9', '6', '8', '7', '4', '6', '9', '5', '9']","['tt1462769', 'tt1924273', 'tt5368354', 'tt2065968', 'tt2756032', 'tt2883512', 'tt3553442', 'tt1478964', 'tt1666801', 'tt1588173', 'tt1650043', 'tt4877122', 'tt1397514', 'tt2546038', 'tt2828996', 'tt1430607']"," I choose this movie because I am a fan of the ""How to Train Your Dragon"" franchise and I enjoy the fantasy and adventure elements of the series. Additionally, the plot of this particular movie, where the dragons mysteriously disappear and Hiccup embarks on a journey to bring them back, sounds intriguing and exciting to me.",3
203,tt1430607,"['7', '6', '8', '5', '9', '8', '9', '7', '8', '9', '6', '4', '7', '3', '6', '8', '9\n\nReason: I would like to watch ""Arthur Christmas"" because it offers a unique and imaginative take on the story of Santa Claus. The idea of a high-tech operation hidden beneath the North Pole is intriguing, and the focus on family dynamics adds depth to the story. Additionally, the urgent mission that Arthur must complete before Christmas morning creates a sense of excitement and adventure. Overall, I believe ""Arthur Christmas"" would be an enjoyable and heartwarming holiday movie to watch.', '2', '1']","['tt2065968', 'tt1924273', 'tt1462769', 'tt5368354', 'tt2756032', 'tt1588173', 'tt2883512', 'tt1666801', 'tt1478964', 'tt3553442', 'tt1243974', 'tt2828996', 'tt1798603', 'tt4877122', 'tt1397514', 'tt2546038', 'tt1430607', 'tt1935929', 'tt4009460']"," I chose this movie because it offers a unique and imaginative take on the story of Santa Claus. The concept of a high-tech operation hidden beneath the North Pole is intriguing, and the focus on family dynamics adds depth to the story. The urgent mission that Arthur must complete before Christmas morning creates a sense of excitement and adventure. Overall, ""Arthur Christmas"" promises to be an enjoyable and heartwarming holiday movie.",16
204,tt2962876,"['8', '7', '6', '9', '8', '5', '7']","['tt4073952', 'tt2404425', 'tt1978532', 'tt2962876', 'tt1677561', 'tt1349482', 'tt2429074']"," I rate it 9 because the plot seems intriguing and unique, dealing with important themes such as mental health and personal growth. The idea of a road trip and the characters' journey towards self-discovery and acceptance is something that resonates with me.",3
205,tt3553442,"['7', '6', '8', '9', '8', '7', '6', '9', '5', '7']","['tt5368354', 'tt1478964', 'tt1588173', 'tt2065968', 'tt1430607', 'tt1715873', 'tt2546038', 'tt3553442', 'tt1650043', 'tt1924273']", I choose this movie because it has a high rating of 9 and the plot seems intriguing. The story follows a news copywriter who decides to work as an on-camera reporter in war-torn Afghanistan. It explores the challenges she faces both professionally and personally in a dangerous and unfamiliar environment. I am interested in watching this movie because it offers a unique perspective on journalism and the impact of war on individuals.,7
206,tt2962876,"['8', '7', '6', '9', '8', '5', '7', '9', '8', '7']","['tt4073952', 'tt2404425', 'tt1978532', 'tt2962876', 'tt1677561', 'tt1349482', 'tt2429074', 'tt1837709', 'tt1234721', 'tt2493486']"," I choose this movie because the plot seems intriguing and unique, focusing on a young man with Tourette Syndrome and his journey of self-discovery. The combination of the road trip element and the exploration of mental health issues makes it a compelling choice for me.",3
207,tt2380307,"['8.', '7.', '9.', '9.5.', '8.5.', '6.5.', '8.5.', '7.5.', '6.', '4.']","['tt1302011', 'tt2293640', 'tt2380307', 'tt3521164', 'tt1623288', 'tt0377981', 'tt1690953', 'tt1430626', 'tt1691917', 'tt4877122']"," I choose this movie because it has a high rating of 9 and the plot seems intriguing. The idea of a young boy embarking on a journey to uncover his family's history and the connection to music in a vibrant and colorful world of the dead sounds captivating. I am also interested in the incorporation of Polynesian mythology in the story. Overall, ""Coco"" seems like a heartfelt and visually stunning film that I",2
208,tt2802144,"['7', '6', '8', '9', '5', '8', '10']","['tt1496025', 'tt4853102', 'tt4116284', 'tt2267968', 'tt1618442', 'tt1232829', 'tt2802144']"," I choose this movie because it has a rating of 10, indicating that it is highly regarded. Additionally, the plot description intrigues me with its mix of action, mystery, and secret organizations.",6
209,tt1430607,"['7', '6', '5', '8', '9', '10', '7', '8', '6', '4', '9', '7', '9']","['tt2756032', 'tt2065968', 'tt5368354', 'tt1924273', 'tt1462769', 'tt2883512', 'tt1588173', 'tt3553442', 'tt1666801', 'tt1650043', 'tt1478964', 'tt1397514', 'tt1430607']"," I choose this movie because it offers a unique and imaginative take on the story of Santa Claus and Christmas. The plot about a dysfunctional family and an unlikely hero adds depth and relatability to the story. Additionally, the idea of a high-tech operation hidden beneath the North Pole is intriguing. Overall, ""Arthur Christmas"" promises to be an entertaining and heartwarming holiday film.",12
210,tt3899796,"['5', '2', '3', '2', '4', '7', '6', '8', '9', '7', '5']","['tt4831420', 'tt2828996', 'tt4464394', 'tt4796122', 'tt3732950', 'tt1727776', 'tt2274570', 'tt4348012', 'tt2140423', 'tt4126568', 'tt3899796']",,10
